ENI;ENI EDITIONS;editions@eni.fr;0251801515;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;BP 32125;BP 32125;44812;SAINT HERBLAIN;FRA;;0.000000
EXCLUSIVENETWORKS;EXCLUSIVE NETWORKS;aselig@exclusive-networks.com;0179718442;2012-11-07 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2014-10-22 00:00:00.000;98 route de la Reine;98 route de la Reine;92100;BOULOGNE-BILLANCOURT;FRA;FRANCE;0.000000
GANDI;GANDI SARL;facture@gandi.net;;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;42309345900026;FR81423093459;2023-06-13 00:00:00.000;38, Rue Notre Dame de Nazareth;38, Rue Notre Dame de Nazareth;75003;PARIS;FRA;;0.000000
GMINFORMATIQUE;GM'INFORMATIQUE;gm.informatique@wanadoo.fr;0231314620;2014-07-31 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2014-09-23 00:00:00.000;Les Hauts de Cavaudon;Les Hauts de Cavaudon;14100;LISIEUX;FRA;FRANCE;0.000000
INTEGRASYS;INTEGRASYS;marc.mayo@integrasys.fr;01.70.70.46.50;2015-12-08 00:00:00.000;2020-10-04 13:32:03.000;34509188800098;FR11345091888;2019-03-01 00:00:00.000;100 Rue Bunsen;100 Rue Bunsen;57460;BEHREN LES FORBACH;FRA;FRANCE;0.000000
IXAM;IXAM;kevin@ixam.fr;06.20.11.01.81;2015-03-04 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Rue du Gros Murger;Rue du Gros Murger;95612;CERGY PONTOISE CEDEX;FRA;FRANCE;0.000000
JAHNICHEN;JANIPOS;"adv@janipos.com;info@janipos.com";0139159230;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;49101804000023;FR09491018040;NULL;173 avenue Leon JOUHAUX;173 avenue Leon JOUHAUX;78507;SARTROUVILLE CEDEX;FRA;;0.000000
POWERDATA;POWERDATA;jbroch@powerdata.ch;0174131864;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2022-04-30 00:00:00.000;Rue de l'Arc-en-Ciel 14;Rue de l'Arc-en-Ciel 14;1030;Bussigny;CHE;SUISSE;0.000000
SOFTPROJECT;SOFTPROJECT;nika@softproject.si / tjasa@softproject.si;38615644762;2016-03-29 00:00:00.000;2023-06-06 09:49:57.000;NULL;NULL;2023-06-26 00:00:00.000;Kidriceva ul. 12;Kidriceva ul. 12;"1236 ";TRZIN;FRA;SLOVENIE;0.000000
ARCENE;ARCENE;contact@arcene.fr;02.31.38.75.19;2015-07-09 00:00:00.000;2020-10-04 13:32:03.000;52280206500014;NULL;2015-06-23 00:00:00.000;8 Rue St Nicolas;8 Rue St Nicolas;14000;CAEN;FRA;FRANCE;0.000000
BAFIMPORT;MELICONI;info@baf.fr;0231355757;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2022-04-29 00:00:00.000;ZI de la Lauze;ZI de la Lauze;34430;SAINT JEAN DE VEDAS;FRA;;0.000000
BATIFRANCESERVICE;BATIFRANCE SERVICES;josephmialocq@yahoo.fr;0762783314;2016-04-05 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Joseph Mialocq;Joseph Mialocq;14120;MONDEVILLE;FRA;FRANCE;0.000000
BEIP;BE IP;serge.leroy@be-ip.com;01.70.71.88.90;2015-01-23 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR15485207484;2015-03-13 00:00:00.000;13 rue les Perdrix;13 rue les Perdrix;95913;"ROISSY CDG CEDEX ";FRA;FRANCE;0.000000
BOULANGERIECATEL;BOULANGERIE CATEL;cateltraiteur@orange.fr;0235724302;2012-12-13 00:00:00.000;2020-10-04 13:32:03.000;38839278900011;fr23388392789;NULL;157 Avenur Jean jaurès;157 Avenur Jean jaurès;76140;LE PETIT QUEVILLY;FRA;FRANCE;0.000000
TONYMARTELSARL;SARL TONY MARTEL;tony.martel@orange.fr;0231442281;2018-10-09 00:00:00.000;2020-10-04 13:32:03.000;53379328700020;FR83533793287;2018-10-02 00:00:00.000;4 impasse des Cytises;4 impasse des Cytises;14610;CAIRON;FRA;FRANCE;0.000000
UNIK1;UNIK;contact@unikstudio.fr;0231439331;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;fr63451533756;NULL;4 bis rue de l'abbatiale;4 bis rue de l'abbatiale;14000;CAEN;FRA;;0.000000
VOG;VOG;fred@vogimport.fr;0140390786;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-10-21 00:00:00.000;154. Boulevard MacDonald;154. Boulevard MacDonald;75019;PARIS;FRA;;0.000000
MAILINBLACK;MAILINBLACK;cdiffalah@mailinblack.com;;2019-05-13 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-05-14 00:00:00.000;53 Rue Grignan;53 Rue Grignan;13006;MARSEILLE;FRA;FRANCE;0.000000
BELLAMYJEANYVES;Jean-Yves BELLAMY;bellamy.jean-yves@wanadoo.fr;0231926818;2019-10-08 00:00:00.000;2020-10-04 13:32:03.000;34470727800018;fr93344702278;NULL;Boulevard Winston Churchill;Boulevard Winston Churchill;14401;BAYEUX CEDEX;FRA;FRANCE;0.000000
MEDEO;MEDEO;"jean-luc@medeo-health.com ";0805692233;2020-12-02 16:42:32.000;2022-12-22 14:59:51.000;81756943700012;FR79817569437;2023-05-15 00:00:00.000;19 Rue Louis Guérin;19 Rue Louis Guérin;69100;VILLEURBANNE;FRA;FRANCE;0.000000
EUROSTUDIO;EUROSTUDIO Infographie;n.laurent@eurostudio.fr;0143901000;2020-12-18 11:15:28.000;2021-01-04 14:17:18.000;NULL;NULL;2020-12-22 00:00:00.000;27-29, avenue de Fontainebleau;27-29, avenue de Fontainebleau;94270;LE KREMLIN BICETRE;FRA;FRANCE;0.000000
NICOMED;NICONIX;bruno.bouchacourt@niconix.com;;2021-02-22 11:32:10.000;2021-05-27 11:17:37.000;42452247200051;FR11424522472;2022-09-22 00:00:00.000;2D Allée du Piot;2D Allée du Piot;30660;GALLARGUES-LE-MONTUEUX;FRA;FRANCE;0.000000
RETROFESTIVAL1;RETROFESTIVAL;retrofestivalcaen@gmail.com;0231599471;2022-08-19 14:32:00.000;2022-08-19 14:32:34.000;51085001900033;NULL;2022-06-10 00:00:00.000;8 Rue Henry de Toulouse Lautrec;8 Rue Henry de Toulouse Lautrec;14550;BLAINVILLE SUR ORNE;FRA;FRANCE;0.000000
OUESTVOYAGES;OUEST-VOYAGES;groupes@ouest-voyages.com;0243242051;2023-04-14 10:22:16.000;2023-04-14 10:22:45.000;NULL;NULL;NULL;44 Avenue de Gaulle;44 Avenue de Gaulle;72000;LE MANS;FRA;FRANCE;0.000000
LUGGY;LUGGY;luggy@orange.fr;0492750707;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Chemin du Roucas;Chemin du Roucas;04300;MANE;FRA;;0.000000
MACLEV;M.A.CLEV;isabelle@maclev.com;0688405928;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;50380098900017;NULL;2013-11-25 00:00:00.000;32 Rue Lecourbe;32 Rue Lecourbe;75015;PARIS;FRA;;0.000000
MASUREPHILIPPE1;Philippe MASURE;masureph.avocat@orange.fr;0231060717;2013-01-31 00:00:00.000;2020-10-04 13:32:03.000;39526205800062;NULL;NULL;17 Rue Leverrier;17 Rue Leverrier;14000;CAEN;FRA;FRANCE;0.000000
MESI;MESI;emmanuelle@mesi.fr;;2018-10-29 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;6 Rue Marceau;6 Rue Marceau;94200;IVRY SUR SEINE;FRA;FRANCE;0.000000
MPCO;MP&CO;info@mpandco.com;0450819677;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Bâtiment Ivomar;Bâtiment Ivomar;74200;THONON LES BAINS;FRA;;0.000000
NERECASE;NERE CASE;thomas@nere-case.com;0683491364;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;26 rue Berthollet;26 rue Berthollet;94110;ARCUEIL;FRA;;0.000000
SIGMAPLUS;SIGMA PLUS;mmalbert@sigmaplus.fr;0534318270;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;3 rue d'Alsace Lorraine;3 rue d'Alsace Lorraine;31000;TOULOUSE;FRA;;0.000000
SOFTWAREATTITUDE;SOFTWARE ATTITUDE;contact@hardware-attitude.com;0160011253;2012-12-11 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2013-01-14 00:00:00.000;4 rue de la Halotte;4 rue de la Halotte;77470;TRILPORT;FRA;FRANCE;0.000000
SPIGRAPH;SYSTHEN;commande@spigraph.com;0474946260;2015-06-08 00:00:00.000;2023-05-10 12:14:26.000;41065982500088;FR44410659825;2023-05-05 00:00:00.000;31 Boucle de la Ramée;31 Boucle de la Ramée;38297;SAINT QUENTIN-FALLAVIER;FRA;FRANCE;0.000000
CTICY;CTICY - Virginie MARTEL;contact@cticy.com;0698973008;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;21bis  Rue de la varende;21bis  Rue de la varende;14250;TILLY SUR SEULLES;FRA;;0.000000
DIMATIQUE1;DIMATIQUE;info@dimatique.fr;0769014141;2017-11-09 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2017-11-03 00:00:00.000;3 Rue du Sylvaner;3 Rue du Sylvaner;68920;WETTOLSHEIM;FRA;FRANCE;0.000000
DUVALWILFRIED;DUVAL Wilfried SARL;wilduval@wanadoo.fr;0235618891;2013-01-08 00:00:00.000;2020-10-04 13:32:03.000;49365707600011;NULL;NULL;380 Rue Francis Yard;380 Rue Francis Yard;76750;BOISSAY;FRA;FRANCE;0.000000
EDF;EDF PRO;edfentreprises-ouest-11@edf.fr;;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-12-12 00:00:00.000;TSA 20089;TSA 20089;94962;CRETEIL CEDEX 9;FRA;;0.000000
EET;EET FRANCE;s.guerfaoui@eet.fr;0478140563;2012-06-18 00:00:00.000;2022-08-25 09:21:11.000;NULL;NULL;2023-06-02 00:00:00.000;Le Britannia;Le Britannia;69003;LYON;FRA;;0.000000
EXTENSIS;"CELARTEM Inc. ";JMLaurent@extensis.com;09.71.23.59.60;2015-11-13 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2023-03-13 00:00:00.000;1800 SW;1800 SW;OR 97201;PORTLAND;USA;ETATS-UNIS;0.000000
FIESTANIM1;FIESTANIM;admin@fiestanim.com;;2017-12-13 00:00:00.000;2023-01-31 11:12:15.000;NULL;NULL;NULL;63 Avenue Mal de Lattre de Tassigny;63 Avenue Mal de Lattre de Tassigny;94350;VILLIERS SUR MARNE;FRA;FRANCE;0.000000
GAUTIERENTREPRISE;Entreprise GAUTIER;gautier.ent@wanadoo.fr;0235910115;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;42133460800013;FR37421334608;NULL;Z.A. rue Narcisse Guilbert;Z.A. rue Narcisse Guilbert;76570;PAVILLY;FRA;;0.000000
GLOBOSELL;GLOBOSELL;celine.marani@globosell.com;35226701071-91;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;1, rue de l'Etang;1, rue de l'Etang;L - 5326;CONTERN;LUX;LUXEMBOURG;0.000000
IMMOTIQUE;IMMOTIQUE DISTRIBUTION;contact-immotique@zicom.fr;0231474200;2012-06-18 00:00:00.000;2023-03-07 11:56:08.000;NULL;NULL;2023-05-31 00:00:00.000;Citis;Citis;14200;HEROUVILLE;FRA;;0.000000
IPDIVA;IPdiva;sales@ipdiva.com;0223200651;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;80 avenue des buttes de Coësmes;80 avenue des buttes de Coësmes;35700;RENNES;FRA;;0.000000
JV2R1;JV2R;n.amrani@macway.com;;2016-12-14 00:00:00.000;2021-10-27 15:56:56.000;NULL;NULL;2022-03-23 00:00:00.000;9 Route d'Eschau;9 Route d'Eschau;67400;ILLKIRCH GRAFFENSTADEN;FRA;FRANCE;0.000000
ACCESSORYLINE;ACCESSORY LINE SRL;martino@accline.it;0671227192;2017-09-08 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2022-03-31 00:00:00.000;Via Obbia Bassa 1/b;Via Obbia Bassa 1/b;35010;TREBASELEGHE;ITA;ITALIE;0.000000
FILEMAKER;FILEMAKER;elise_prost@filemaker.com;0820382713;2012-08-01 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2017-08-04 00:00:00.000;2 Furzeground Way, Stockley Park;2 Furzeground Way, Stockley Park;Middlesex;UB11 1BB;GBR;ROYAUME UNI;0.000000
PRODVX;PRODVX;sales@prodvx.com;;2018-02-08 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2018-03-13 00:00:00.000;EUROPALAAN 12F;EUROPALAAN 12F;"5232 ";BC Den Bosch;NLD;PAYS-BAS;0.000000
THOMANN;THOMANN;b2b@thomann.de;;2017-12-04 00:00:00.000;2022-01-13 11:37:32.000;NULL;NULL;2023-01-17 00:00:00.000;Hans Thomann Str.1;Hans Thomann Str.1;D-96138;BURGEBRACH;DEU;ALLEMAGNE;0.000000
ATERA;ATERA;success@atera.com;;2023-03-15 16:14:19.000;2023-04-06 16:45:05.000;NULL;NULL;2023-03-12 00:00:00.000;45 Rothschild Boulevard;45 Rothschild Boulevard;;TEL AVIV;ISR;ISRAEL;0.000000
8SENS;8SENS;assistancecommerciale@8sens.com;0169322103;2017-03-01 00:00:00.000;2021-06-16 11:32:04.000;NULL;NULL;2023-06-12 00:00:00.000;73 Avenue Jean Jaurès;73 Avenue Jean Jaurès;91120;PALAISEAU;FRA;FRANCE;0.000000
ADVISEASSUR;ADVISE;cbaccouche@advisebrokers.com;0184163681;2012-11-29 00:00:00.000;2020-10-04 13:32:03.000;48211214100015;NULL;2017-06-21 00:00:00.000;99 Boulevard Haussman;99 Boulevard Haussman;75008;PARIS;FRA;FRANCE;0.000000
AFMAINTENANCE;AF MAINTENANCE;info@afmaintenance.com;0800711010;2018-03-23 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Parc d'Activité Les Rives de l'Odon;Parc d'Activité Les Rives de l'Odon;14790;MOUEN;FRA;FRANCE;0.000000
AMAZONE;AMAZON;anais.remeur@actimac.fr;;2012-12-04 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2023-06-30 00:00:00.000;;;;;FRA;FRANCE;0.000000
AV2P;AV2P;s.pirot@av2p.com;0141440000;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;86-88 Rue du Vieux Pont;86-88 Rue du Vieux Pont;92000;NANTERRE;FRA;;0.000000
AXEL;AXEL;info@axel.fr;0169282727;2015-01-26 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-04-30 00:00:00.000;Zône d'Activité d'Orsay-Courtaboeuf;Zône d'Activité d'Orsay-Courtaboeuf;91962;LES ULIS Cedex;FRA;FRANCE;0.000000
UPS;United Parcel Service France S.N.C.;facturation@ups.com;;2012-10-12 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Service Comptablité Clients;Service Comptablité Clients;35088;RENNES CEDEX 09;FRA;FRANCE;0.000000
VANDEMOORTELEFELI;VANDEMOORTELE FELIX;felix-vande@orange.fr;0648238956;2015-03-20 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;30 Rue Fred Scamaroni;30 Rue Fred Scamaroni;14000;Caen;FRA;FRANCE;0.000000
WASACA1;WASACA;veronique.guedj@actimac.fr;;2019-04-30 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2023-05-02 00:00:00.000;128 Rue de la Boétie;128 Rue de la Boétie;75008;PARIS;FRA;FRANCE;0.000000
LEPALAISDESFLEURS;Sarl Le Palais De La Fleur;palais-de-la-fleur@orange.fr;0231933490;2022-08-30 11:41:12.000;2022-11-14 10:45:14.000;35197293000017;NULL;NULL;111 Avenue Georges Clemenceau;111 Avenue Georges Clemenceau;14000;Caen;FRA;FRANCE;0.000000
IPMFRANCE;IPM FRANCE;emeline.vallon@ipmfrance.com;0475487979;2022-09-13 16:27:58.000;2022-11-25 14:21:17.000;NULL;NULL;2022-10-12 00:00:00.000;1 Rue Nicolas APPERT;1 Rue Nicolas APPERT;26100;Romans-sur-Isère;FRA;FRANCE;0.000000
65BITSOFTWARE;65BIT SOFTWARE Limited;sales@65bit.com;;2017-01-09 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2017-01-05 00:00:00.000;Meriden House, 6 Great Cornbow;Meriden House, 6 Great Cornbow;B63 3AB;HALESOWEN WEST MIDLAND;GBR;ROYAUME UNI;0.000000
LEONARD;PINCEAUX LEONARD - BULLIER SAS;commandes@bullier.fr;0296943110;2018-07-04 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-10-08 00:00:00.000;37 Boulevard Laënnec;37 Boulevard Laënnec;22001;ST BRIEUX CEDEX 1;FRA;FRANCE;0.000000
MIRIADE;MIRIADE;bouvin@miriade-innovation.fr;0231533440;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Campus Effiscience;Campus Effiscience;14460;COLOMBELLES;FRA;;0.000000
NORDOUESTCOMMUNIC;NORD OUEST COMMUNICATION;comptabilite@regieouest.com;0233725060;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR47345034185;2019-06-10 00:00:00.000;8 Quai JosephLeclerc-Hardy;8 Quai JosephLeclerc-Hardy;50958;SAINT LO Cedex 9;FRA;;0.000000
NUXILOG;NUXILOG;info@nuxilog.fr;0483735390;2016-08-01 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2020-03-03 00:00:00.000;1 Rue de Bouline;1 Rue de Bouline;44760;LES MOUTIERS EN RETZ;FRA;FRANCE;0.000000
NWOL;NET WAY OF LIFE SAS;administratif@outrouverquoiacaen.com;0685209993;2018-07-16 00:00:00.000;2020-10-04 13:32:03.000;83753081500013;FR02837530815;NULL;8 rue de l'Ecureuil;8 rue de l'Ecureuil;14000;CAEN;FRA;FRANCE;0.000000
RAYCREATIS;RayCREATIS;denis.boudy@raycreatis.com;0561722194;2013-01-31 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2013-02-27 00:00:00.000;3 Chemin  Pigeonnier de la Cépière;3 Chemin  Pigeonnier de la Cépière;31100;TOULOUSE;FRA;FRANCE;0.000000
REZOW;REZOW;infos@rezow.fr;0962016427;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR27444553721;NULL;19 Rue Achille Flaubert;19 Rue Achille Flaubert;"76000 ";ROUEN;FRA;;0.000000
SAFNOR1;SAFNOR;comptabilite@safnor.fr;0231262727;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;59382004600054;FR54593820046;2012-09-30 00:00:00.000;Z.A Les Rives de l'Odon;Z.A Les Rives de l'Odon;14790;VERSON;FRA;;0.000000
SERVICEINFOMEDIA;SERVICE INFO MEDIA;c.delamare@serviceinfomedia.fr;06.77.12.62.45;2015-06-10 00:00:00.000;2020-10-04 13:32:03.000;53449833200020;NULL;2017-02-07 00:00:00.000;48 rue de Meslay;48 rue de Meslay;75003;PARIS;FRA;FRANCE;0.000000
SITEL;ACTICALL - SITEL;yvan.chaffraix@sitel.com;0158351405;2013-08-26 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR01389652553;2023-04-14 00:00:00.000;Accès Direct HP - Quadrium Nord;Accès Direct HP - Quadrium Nord;93230;ROMAINVILLE;FRA;FRANCE;0.000000
CFCS;SARL CFCS;formation@catherine-souami.fr;0231440071;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2016-05-18 00:00:00.000;10 av. de Garbsen;10 av. de Garbsen;14200;HEROUVILLE SAINT CLAIR;FRA;;0.000000
ECTI;ECTI;ecti.caen@gmail.com;0231545454;2016-11-09 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;CCI CAEN - Espace Entreprises;CCI CAEN - Espace Entreprises;14911;CAEN CEDEX 9;FRA;FRANCE;0.000000
EDITIONSLEGOUBEY;EDITIONS LE GOUBEY;infos@editions-le-goubey.com;0231744040;2012-07-17 00:00:00.000;2021-03-12 11:30:25.000;65382026600027;fr45653820266;2012-07-10 00:00:00.000;50 A, Route de Bretagne;50 A, Route de Bretagne;14760;BRETTEVILLE SUR ODON;FRA;FRANCE;0.000000
ERARDPRO;ERARD PRO;mc.morice@erardpro.fr;04.72.46.91.06;2015-06-10 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2022-04-29 00:00:00.000;Zone Industrielle de Chavanoz;Zone Industrielle de Chavanoz;38231;PONT DE CHERUY;FRA;FRANCE;0.000000
GARAGEMADELAINE;Garage Madelaine AD;ph.madelaine@orange.fr;0231343375;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;33523649300011;FR08335236493;2022-08-19 00:00:00.000;33 Boulevard Maréchal Lyautey;33 Boulevard Maréchal Lyautey;14000;CAEN;FRA;;0.000000
GENERATION;GENERATION NET;gni@mail.cpod.fr;0231388275;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2013-07-16 00:00:00.000;8 longue vue des astronomes;8 longue vue des astronomes;14111;LOUVIGNY;FRA;;0.000000
GLOBALKNOWLEDGE;GLOBAL KNOWLEDGE NETWORK FRANCE;serviceclients@globalknowledge.fr;0178153400;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;40394420000118;FR69403944200;NULL;Tour Albert 1er;Tour Albert 1er;92507;RUEIL MALMAISON Cedex;FRA;;0.000000
ICILIVE;ICI LIVE;ici.live@me.com;0322911943;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;48189458200016;NULL;NULL;18 Rue des Cloches;18 Rue des Cloches;80000;AMIENS;FRA;;0.000000
IRISTECHNOLOGIES;IRIS TECHNOLOGIES;arenard@iris-tech.fr;0320658580;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Immeuble point Central;Immeuble point Central;59110;LA MADELEINE;FRA;;0.000000
KIMEX;KIMEX INTERNATIONAL;commercial@kimex.fr;05.57.95.95.53;2018-02-22 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2023-06-19 00:00:00.000;169 Allée du Partage;169 Allée du Partage;33127;ST JEAN D'ILLAC;FRA;FRANCE;0.000000
JOSSIER;JOSSIER Laurent;jossier.laurent@mageos.com;0231346214;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;43374078400015;NULL;NULL;Consultant;Consultant;14000;CAEN;FRA;;0.000000
KINHELIOS;SARL KINHELIOS;jbd@kinhelios.com;0386657300;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2013-11-13 00:00:00.000;23 bis, rue de l'Epée;23 bis, rue de l'Epée;89100;SENS;FRA;;0.000000
KYNOS;KYNOS;jlvi@modalisa.com;0140302323;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;3, Rue des Montiboeufs;3, Rue des Montiboeufs;75020;PARIS;FRA;;0.000000
YANGIT;YANG-IT TECHNOLOGY GmbH;info@yang-it.de;49-40-780461-0;2015-06-08 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-06-23 00:00:00.000;Moorfleeter Stasse 40;Moorfleeter Stasse 40;22113;HAMBOURG;DEU;ALLEMAGNE;0.000000
AIRDECOM;AIR DE COM SARL CV CONSEILS;airdecom@hotmail.fr;0231243472;2012-06-18 00:00:00.000;2022-12-12 10:48:40.000;NULL;FR17530823319;2017-12-06 00:00:00.000;130 Place du Parc;130 Place du Parc;14970;BENOUVILLE;FRA;FRANCE;0.000000
VECI;VECI;chhim.veci@voila.fr;0143934376;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;70, Avenue Henri Barbusse;70, Avenue Henri Barbusse;93000;BOBIGNY;FRA;;0.000000
WORLDLIST;WORLDLIST;info@worldlist.fr;0149080290;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;54-56 avenue Gabriel Péri;54-56 avenue Gabriel Péri;94110;ARCUEIL;FRA;;0.000000
MYSAVOUEST;MYSAV OUEST;agence.ouest@mysav.fr;0232792792;2019-05-23 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2022-04-30 00:00:00.000;Parc de la Boissiere;Parc de la Boissiere;76170;LA FRENAYE;FRA;FRANCE;0.000000
AIRMOB;AIRMOB;service-client@airmob.net;0582993131;2020-10-28 10:17:27.000;2020-10-29 14:09:02.000;82306470400047;FR51823064704;NULL;36 Rue d'Aubuisson;36 Rue d'Aubuisson;31000;TOULOUSE;FRA;FRANCE;0.000000
DANETTRAITEURSARL;DANET TRAITEUR SARL;danet.traiteur@gmail.com;0231340912;2021-12-10 08:57:08.000;2021-12-10 08:58:18.000;53114793200028;NULL;NULL;6 Impasse des Chasseurs;6 Impasse des Chasseurs;14120;MONDEVILLE;FRA;FRANCE;0.000000
FFORMATIONS1;F.FORMATIONS;flocanler@wanadoo.fr;0231440014;2022-03-03 16:57:19.000;2022-03-03 16:57:48.000;39315960300025;NULL;NULL;20, rue des LONDETTES;20, rue des LONDETTES;14970;SAINT-AUBIN D'ARQUENAY;FRA;FRANCE;0.000000
ASCENDEO;ASCENDEO;a.boukacem@ascendeo.com;;2022-07-05 08:24:58.000;2022-07-28 17:13:42.000;NULL;NULL;2023-04-15 00:00:00.000;61 rue Emile ZOLA;61 rue Emile ZOLA;69150;DECINES-CHARPIEU;FRA;FRANCE;0.000000
MULTIPASSSAS;MULTIPASS SAS;facturationfr@wonderbox.fr;;2022-10-31 11:38:46.000;2022-10-31 11:39:21.000;NULL;FR89479678153;NULL;71 Rue Desnouettes;71 Rue Desnouettes;75015;Paris;FRA;FRANCE;0.000000
LEGOUBEY1;EDITIONS LE GOUBEY SARL;info@editions-le-goubey.com;0231744040;2017-11-06 00:00:00.000;2020-10-04 13:32:03.000;65382026600027;NULL;2020-06-02 00:00:00.000;50A Route de Bretagne;50A Route de Bretagne;14760;BRETTEVILLE SUR ODON;FRA;FRANCE;0.000000
MAXICOURS;Société MAXICOURS;laure.limouzin@maxicours.com;0155433953;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;6, rue Lacépède;6, rue Lacépède;75005;PARIS;FRA;;0.000000
MORISSEPIERRE;MORISSE PIERRE;pierremorisse85@gmail.com;0632149220;2018-10-16 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;3 rue de la mairie;3 rue de la mairie;76150;saint jean du cardonay;FRA;FRANCE;0.000000
MVS;MVS;adm@mvs.fr;0329561942;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;395, Chemin de la Cartonnerie;395, Chemin de la Cartonnerie;88108;ST DIE Cedex France;FRA;;0.000000
NEKLAN;NEKLAN SAS;laetitia@neklan.fr;0134329600;2017-06-27 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-09-04 00:00:00.000;12 rue des cévennes;12 rue des cévennes;91090;LISSES;FRA;FRANCE;0.000000
PARTOUTSEBASTIEN1;Sébastien PARTOUT;sebastien.partout@gmail.com;0670879290;2018-05-29 00:00:00.000;2020-10-04 13:32:03.000;83224584900019;NULL;2019-05-29 00:00:00.000;7 Grande Rue;7 Grande Rue;80110;DEMUIN;FRA;FRANCE;0.000000
